BillNumber,ConsumptionValue,predicted_consumption,residual,is_outlier
6325359899,516.8599342523328,520.1696086931369,-3.3096744408040877,False
6509846011,549.3541901363662,548.2318967590172,1.122293377349024,False
6969188845,575.8163646910159,576.5211223286263,-0.7047576376104416,False
6961581467,563.7567679116647,565.4152760050653,-1.6585080934005418,False
6981474561,423.2307416108865,431.96905935781285,-8.738317746926327,False
6959915607,645.6235347133118,646.7942481501439,-1.1707134368321022,False
6536689046,478.56076239186666,473.12271243665816,5.438049955208498,False
6543420577,391.04611383830417,397.62186176240675,-6.575747924102586,False
6488408081,580.3631566491081,628.4093062300748,-48.0461495809667,False
6488747380,699.4675686807435,699.8163118073375,-0.3487431265939449,False
6480204482,492.632699633109,512.3609470619731,-19.72824742886411,False
6782799070,603.8564816384586,741.5052100166754,-137.6487283782168,True
6582498881,418.0144117935285,415.8259322842033,2.188479509325191,False
6970738213,430.0481674790308,431.43349867874974,-1.3853311997189621,False
6061040820,542.2236707811752,538.1261374007516,4.097533380423556,False
6929982588,570.8065353188506,568.8974668660007,1.9090684528498514,False
6726087779,625.5528666091755,632.548955600854,-6.996088991678562,False
6955079976,584.3554446423794,618.9715360413137,-34.61609139893426,False
6584589721,518.4446557192877,491.128778049371,27.31587766991663,False
6296212261,536.3823169905928,536.9779832155549,-0.5956662249620877,False
6377679776,1654.5216875080537,1244.7921934551907,409.72949405286295,True
6422757709,397.6662365429649,400.1216510619815,-2.4554145190165855,False
6952270232,737.3822943682276,723.0494605545159,14.332833813711659,False
6491371514,591.1650442813041,611.3051477043034,-20.140103422999346,False
6682932739,576.7667284062886,574.8708391885372,1.89588921775146,False
6907671068,463.6003048820557,461.6134396302855,1.9868652517702117,False
6627110968,429.6875284266805,430.9423627825023,-1.2548343558217994,False
6749830909,723.737418008633,722.4426049334517,1.2948130751813096,False
6025165548,645.106309657135,699.0019466990215,-53.895637041886516,False
6673144623,646.7564592165271,648.2031220920612,-1.4466628755341162,False
6379491474,529.7331756227802,529.6220081804208,0.11116744235937404,False
6425480564,710.6793008140842,734.4106537857324,-23.73135297164822,False
6697639999,455.8579219587468,458.45450535574537,-2.5965833969985965,False
6836807262,621.7063287843351,635.1446541044309,-13.438325320095714,False
6610704573,465.3929849977072,467.391216816098,-1.9982318183908205,False
6232523411,639.3135225473983,642.1095856758757,-2.7960631284773854,False
6034825734,713.05435271376,709.9167043281101,3.137648385649868,False
6080885532,508.0032742195608,514.2347991495706,-6.231524930009755,False
6303505271,590.5147950726221,588.1806583237243,2.3341367488977767,False
6352735086,610.0782089195723,889.0205357972286,-278.94232687765634,True
6646137179,689.5434051529563,692.3459428864176,-2.802537733461236,False
6642252259,451.3460584194306,452.22604595775294,-0.8799875383223252,False
6529137549,693.0869845240851,694.0874740878477,-1.000489563762585,False
6403025750,698.534033747325,696.8128606143281,1.7211731329969098,False
6599832314,537.6328558194722,543.0432736751961,-5.410417855723949,False
6427064422,517.5105802011071,496.0632200943293,21.447360106777808,False
6146583262,668.6340349481509,685.5001705748053,-16.866135626654454,False
6303792182,575.5872173583683,637.2253587669445,-61.63814140857619,False
6459235719,565.9468247486855,558.2919870376418,7.654837711043683,False
6933829494,546.0732835551024,545.4042929483717,0.6689906067307447,False
6373933914,640.146263861886,654.5664454849912,-14.420181623105123,False
6570395369,472.0072012952204,472.5458364488576,-0.5386351536371876,False
6501075388,518.037327428281,521.2310106536745,-3.1936832253935563,False
6350202779,442.5776833990983,448.9221500547994,-6.344466655701069,False
6848735716,714.2095608613752,712.383236817429,1.8263240439462152,False
6455880479,438.9334911316486,436.63441942117265,2.299071710475971,False
6792162622,664.2238408002543,663.2844503180163,0.9393904822379682,False
6575329802,465.8050831964891,466.9316376426357,-1.1265544461465993,False
6926168116,585.5117463086915,584.4684411670768,1.0433051416147237,False
6405996907,644.9902043807136,645.0481148603593,-0.05791047964567042,False
6645259698,448.2099032392089,449.41196979363195,-1.202066554423027,False
6060372253,628.034385347546,658.6725644857163,-30.638179138170244,False
